0.554700196225229,0
0.349370517392917,0
0.214482486879429,0
0.126748308488064,0
0.073771324718766,0
0.0427081556799595,0
0.0246800765661379,0
0.0142533899812914,0
0.00823003455998615,0
0.00475177359660981,0
0.00274346873806268,0
0.00158394837532649,0
0.000914494168061019,0
0.000527983674879162,0
0.000304831559308005,0
0.000175994591000994,0
0.000101610526063916,0
5.86648648778415e-05,0
3.38701755872418e-05,0
1.95549550048121e-05,0
1.12900585379138e-05,0
6.51831833644753e-06,0
3.76335284628998e-06,0
2.17277277887335e-06,0
1.25445094877219e-06,0
7.24257592958805e-07,0
4.18150316257396e-07,0
2.41419197652935e-07,0
1.39383438752465e-07,0
8.04730658843116e-08,0
4.64611462508218e-08,0
2.68243552947705e-08,0
1.54870487502739e-08,0
8.94145176492351e-09,0
5.16234958342464e-09,0
